campaign_id,campaign_name,campaign_type,objective,platform,target_segment,target_region,start_date,end_date,duration_days,budget_usd,spent_usd,impressions,clicks,ctr_pct,leads_generated,conversions
CAMP-00317,Automated contextually-based software,Email,Product Launch,Twitter,Enterprise,West,2023-12-11,2024-01-08,28,8432.26,5519.58,1039952,48809,4.6934,276,194
CAMP-00318,Organic optimal functionalities,Trade Show,Brand Awareness,HubSpot,Enterprise,South,2025-02-12,2025-03-06,22,1735.11,1755.61,36518,7431,20.3489,161,71
CAMP-00319,Universal discrete approach,Paid Search,Brand Awareness,Google Ads,Mid-Market,West,2023-09-22,2023-09-29,7,23012.01,17332.57,88628,9583,10.8126,208,13
CAMP-00320,Fundamental eco-centric adapter,Email,Brand Awareness,Marketo,SMB,East,2026-06-15,2026-07-03,18,32573.32,19794.75,830635,38616,4.649,175,46
CAMP-00321,Multi-channeled needs-based structure,Email,Brand Awareness,Marketo,Enterprise,South,2025-08-19,2025-11-08,81,13944.06,13539.04,335413,11915,3.5523,228,204
CAMP-00322,Front-line grid-enabled benchmark,Trade Show,Customer Retention,Marketo,SMB,East,2023-09-25,2023-12-23,89,31462.74,23845.71,127329,5270,4.1389,115,16
CAMP-00323,Organic bifurcated migration,Email,Brand Awareness,LinkedIn,Enterprise,Central,2023-10-31,2023-11-24,24,13882.25,10723.67,123295,23087,18.725,354,183
CAMP-00324,Expanded fresh-thinking orchestration,Influencer,Customer Retention,Marketo,SMB,Central,2023-10-31,2023-11-21,21,16323.62,17385.8,876785,28271,3.2244,297,46
CAMP-00325,Synergized intangible archive,Webinar,Lead Generation,LinkedIn,SMB,Central,2024-09-17,2024-11-15,59,13137.31,11534.58,129948,8416,6.4764,405,263
CAMP-00326,Horizontal client-server algorithm,Trade Show,Lead Generation,HubSpot,Enterprise,South,2025-07-10,2025-08-20,41,15942.1,11628.31,228926,43180,18.862,261,118
CAMP-00327,Multi-lateral full-range installation,Direct Mail,Upsell,Salesforce,Enterprise,South,2024-07-30,2024-09-12,44,31175.71,27547.7,78277,3399,4.3423,43,27
CAMP-00328,Multi-layered methodical frame,Paid Search,Upsell,Twitter,Mid-Market,South,2026-04-16,2026-07-09,84,48116.41,43914.1,298492,15203,5.0933,426,101
CAMP-00329,Diverse holistic analyzer,Social Media,Lead Generation,Google Ads,Enterprise,West,2025-06-18,2025-06-30,12,25456.4,16766.46,214676,18077,8.4206,293,270
CAMP-00330,Distributed optimizing algorithm,Email,Brand Awareness,Salesforce,Enterprise,East,2024-06-21,2024-07-23,32,37302.28,31551.54,11828,1053,8.9026,480,380
CAMP-00331,Extended foreground migration,Webinar,Brand Awareness,HubSpot,Enterprise,Central,2023-12-02,2023-12-16,14,1520.75,1329.55,1740432,48844,2.8064,192,63
CAMP-00332,User-centric multimedia toolset,Webinar,Lead Generation,LinkedIn,SMB,East,2025-09-29,2025-10-06,7,666.26,573.35,39274,8050,20.497,393,290
CAMP-00333,Monitored didactic implementation,Webinar,Upsell,Marketo,SMB,Central,2025-05-05,2025-06-30,56,28602.01,27763.72,522094,32505,6.2259,77,30
CAMP-00334,Automated stable success,Trade Show,Lead Generation,Salesforce,SMB,South,2026-02-02,2026-04-08,65,37130.63,33747.58,677709,48141,7.1035,198,2
CAMP-00335,Virtual solution-oriented artificial intelligence,Paid Search,Brand Awareness,Google Ads,Mid-Market,East,2024-01-19,2024-03-27,68,49998.76,39711.71,1119344,39206,3.5026,20,1
CAMP-00336,Face-to-face non-volatile middleware,Email,Upsell,HubSpot,SMB,North,2026-06-18,2026-07-07,19,36289.12,26206.52,201302,34400,17.0888,228,21
CAMP-00337,Self-enabling neutral superstructure,Influencer,Lead Generation,LinkedIn,Mid-Market,West,2026-08-04,2026-09-13,40,16821.44,11283.16,9802,1290,13.1606,293,158
CAMP-00338,Upgradable bottom-line moderator,Trade Show,Customer Retention,Facebook,SMB,North,2024-11-07,2024-12-25,48,38250.64,28262.14,661385,24680,3.7316,210,7
CAMP-00339,Robust methodical protocol,Direct Mail,Lead Generation,Salesforce,Enterprise,Central,2025-12-29,2026-02-25,58,21881.15,14750.85,177950,9140,5.1363,27,3
CAMP-00340,Organic foreground flexibility,Social Media,Product Launch,Google Ads,Enterprise,Central,2025-03-04,2025-03-22,18,34591.56,23387.48,40372,39189,97.0698,70,28
CAMP-00341,Re-engineered explicit encryption,Direct Mail,Brand Awareness,Twitter,Mid-Market,West,2024-03-08,2024-04-28,51,25289.46,16059.16,406668,30742,7.5595,134,83
CAMP-00342,Visionary high-level emulation,Trade Show,Brand Awareness,HubSpot,SMB,North,2024-08-01,2024-09-05,35,17549.82,14517.51,445251,40716,9.1445,4,2
CAMP-00343,User-friendly bifurcated solution,Trade Show,Lead Generation,Facebook,SMB,South,2024-12-19,2025-01-08,20,27673.13,26104.32,404245,41489,10.2633,480,35
CAMP-00344,Upgradable incremental hierarchy,Email,Lead Generation,LinkedIn,Enterprise,Central,2024-04-27,2024-05-18,21,44226.79,27881.28,445670,17434,3.9119,308,88
CAMP-00345,Realigned motivating archive,Social Media,Upsell,Marketo,SMB,South,2023-11-03,2023-12-11,38,26357.39,21853.98,259209,48966,18.8905,15,2
CAMP-00346,Streamlined mission-critical portal,Webinar,Product Launch,Twitter,Mid-Market,West,2026-05-05,2026-05-20,15,17866.95,11837.69,71155,46979,66.0235,335,135
CAMP-00347,Operative discrete open system,Webinar,Brand Awareness,Salesforce,SMB,North,2024-04-16,2024-05-26,40,15946.8,15352.03,127038,11746,9.2461,496,448
CAMP-00348,De-engineered national encryption,Direct Mail,Brand Awareness,Marketo,Mid-Market,South,2026-01-30,2026-03-27,56,41348.26,25328.98,8727,548,6.2794,318,45
CAMP-00349,Open-source systematic paradigm,Social Media,Customer Retention,Salesforce,Enterprise,West,2025-12-05,2025-12-31,26,13343.91,10339.68,204248,26958,13.1987,492,215
CAMP-00350,Robust empowering utilization,Paid Search,Product Launch,Google Ads,Enterprise,North,2025-08-06,2025-10-10,65,33574.84,23221.58,840006,27514,3.2755,231,0
CAMP-00351,Intuitive bottom-line artificial intelligence,Influencer,Customer Retention,Salesforce,SMB,North,2024-06-17,2024-07-03,16,47841.44,43569.23,1106750,35868,3.2408,226,226
CAMP-00352,Profit-focused client-server orchestration,Email,Product Launch,LinkedIn,SMB,North,2024-10-28,2025-01-03,67,23620.54,15123.28,21598,13711,63.4827,81,74
CAMP-00353,Visionary dedicated contingency,Social Media,Customer Retention,LinkedIn,Mid-Market,South,2025-01-30,2025-04-11,71,28498.45,31254.56,446187,20626,4.6227,498,74
CAMP-00354,Advanced composite capability,Trade Show,Customer Retention,Google Ads,Mid-Market,North,2026-03-24,2026-05-18,55,27610.35,29646.26,571972,41859,7.3184,77,11
CAMP-00355,Virtual neutral structure,Influencer,Lead Generation,LinkedIn,SMB,Central,2024-11-08,2025-01-27,80,39389.91,23972.54,110863,18650,16.8226,204,168
CAMP-00356,User-friendly bandwidth-monitored capacity,Social Media,Customer Retention,Google Ads,Mid-Market,Central,2026-05-22,2026-07-31,70,38818.45,33902.13,72657,16423,22.6035,41,33
CAMP-00357,Optional 4thgeneration solution,Trade Show,Product Launch,HubSpot,Enterprise,South,2026-03-17,2026-04-29,43,25271.92,26080.62,616106,34718,5.6351,412,91
CAMP-00358,Compatible clear-thinking migration,Social Media,Customer Retention,Facebook,Enterprise,North,2024-02-06,2024-04-04,58,13353.68,13180.96,8936,2966,33.1916,177,25
CAMP-00359,Networked interactive help-desk,Trade Show,Upsell,Twitter,Enterprise,West,2026-03-14,2026-03-31,17,40206.29,27872.77,107924,26409,24.47,441,15
CAMP-00360,Total next generation encoding,Email,Brand Awareness,LinkedIn,SMB,South,2023-12-25,2024-03-04,70,7542.74,7216.63,14622,3930,26.8773,328,258
CAMP-00361,Decentralized global Graphical User Interface,Social Media,Customer Retention,Twitter,Enterprise,West,2025-09-25,2025-12-11,77,41489.56,37815.61,19919,18189,91.3148,467,25
CAMP-00362,Seamless bi-directional success,Email,Lead Generation,Marketo,Mid-Market,West,2025-05-16,2025-06-05,20,37635.52,31922.11,913038,42844,4.6925,50,37
CAMP-00363,User-centric heuristic knowledge user,Direct Mail,Customer Retention,Salesforce,SMB,South,2023-09-26,2023-11-17,52,34345.27,31199.91,169556,17032,10.0451,384,26
CAMP-00364,Self-enabling local support,Paid Search,Upsell,Google Ads,SMB,East,2026-05-01,2026-07-14,74,16768.51,13118.5,263086,28775,10.9375,4,0
CAMP-00365,Implemented web-enabled matrices,Influencer,Product Launch,HubSpot,Enterprise,West,2026-02-07,2026-02-16,9,23891.14,16323.24,2580,326,12.6357,270,227
CAMP-00366,Upgradable contextually-based success,Webinar,Brand Awareness,Google Ads,Enterprise,Central,2025-09-12,2025-11-17,66,6041.58,4880.09,356388,33653,9.4428,218,7
CAMP-00367,Profound attitude-oriented collaboration,Paid Search,Brand Awareness,LinkedIn,Mid-Market,South,2025-11-23,2026-02-13,82,31870.29,25244.41,543924,35192,6.47,246,125
CAMP-00368,Reverse-engineered optimizing hub,Influencer,Customer Retention,Twitter,SMB,East,2026-04-14,2026-07-01,78,43232.91,45387.43,131982,35950,27.2386,3,1
CAMP-00369,Persevering homogeneous Graphic Interface,Social Media,Brand Awareness,Salesforce,Enterprise,South,2025-08-14,2025-08-22,8,8900.96,6483.87,112559,8944,7.9461,444,150
CAMP-00370,Profound uniform parallelism,Direct Mail,Product Launch,LinkedIn,Mid-Market,South,2024-11-30,2025-02-19,81,2383.55,2613.94,447740,29977,6.6952,308,195
CAMP-00371,Visionary bandwidth-monitored emulation,Email,Customer Retention,LinkedIn,SMB,East,2024-06-08,2024-07-30,52,3781.51,3440.69,321873,23999,7.456,60,15
CAMP-00372,Mandatory actuating open system,Paid Search,Lead Generation,Salesforce,SMB,Central,2024-06-28,2024-08-26,59,44785.13,45310.27,3969,732,18.4429,198,18
CAMP-00373,Progressive optimal migration,Trade Show,Brand Awareness,HubSpot,Enterprise,North,2025-02-24,2025-04-05,40,44693.01,30313.94,370696,45636,12.3109,434,108
CAMP-00374,Optimized executive Graphic Interface,Influencer,Lead Generation,Salesforce,Enterprise,North,2026-02-17,2026-05-04,76,42836.33,36483.47,164587,7121,4.3266,112,3
CAMP-00375,Versatile context-sensitive circuit,Webinar,Customer Retention,Twitter,SMB,West,2024-10-01,2024-11-06,36,2819.11,1833.74,1200802,47265,3.9361,466,36
CAMP-00376,User-centric upward-trending database,Email,Customer Retention,LinkedIn,Enterprise,North,2023-09-22,2023-10-28,36,33553.46,35830.37,85147,36141,42.4454,441,168
CAMP-00377,Grass-roots object-oriented pricing structure,Paid Search,Product Launch,Google Ads,SMB,North,2024-11-21,2025-01-30,70,21320.25,20986.67,294890,38452,13.0394,79,62
CAMP-00378,Monitored executive concept,Paid Search,Lead Generation,Google Ads,Enterprise,Central,2024-07-17,2024-09-03,48,37350.77,39487.12,134256,5104,3.8017,56,8
CAMP-00379,Grass-roots mobile intranet,Influencer,Upsell,Twitter,Enterprise,West,2023-12-15,2024-02-07,54,38371.3,32572.45,34157,10242,29.9851,50,21
CAMP-00380,Down-sized executive firmware,Influencer,Product Launch,Twitter,Enterprise,East,2024-04-08,2024-06-03,56,1433.61,1072.08,246030,24335,9.8911,149,111
CAMP-00381,Versatile bi-directional emulation,Paid Search,Product Launch,Salesforce,Mid-Market,South,2026-07-25,2026-09-15,52,3700.56,2408.59,289777,32870,11.3432,235,52
CAMP-00382,Digitized bandwidth-monitored database,Paid Search,Customer Retention,Google Ads,SMB,East,2025-08-06,2025-10-20,75,49747.94,48569.87,141868,14289,10.072,246,170
CAMP-00383,Profound web-enabled concept,Direct Mail,Brand Awareness,Twitter,Enterprise,West,2025-04-03,2025-05-03,30,44489.03,33289.07,502670,21354,4.2481,37,19
CAMP-00384,Balanced needs-based monitoring,Social Media,Upsell,HubSpot,Mid-Market,East,2023-09-06,2023-11-24,79,9051.54,6605.63,262883,26499,10.0801,384,201
CAMP-00385,Adaptive mobile algorithm,Social Media,Product Launch,LinkedIn,SMB,West,2025-12-29,2026-03-03,64,21122.66,15321.02,458670,24823,5.412,5,3
CAMP-00386,Horizontal object-oriented interface,Trade Show,Brand Awareness,Google Ads,SMB,South,2024-09-15,2024-11-04,50,10808.17,9448.99,420957,45426,10.7911,471,205
CAMP-00387,Programmable clear-thinking knowledgebase,Webinar,Upsell,Marketo,Enterprise,West,2025-10-17,2025-12-27,71,41876.83,37843.7,566088,17352,3.0652,208,171
CAMP-00388,Customizable transitional strategy,Trade Show,Upsell,Salesforce,Enterprise,South,2024-06-25,2024-07-09,14,34849.12,34503.63,112917,22831,20.2193,398,120
CAMP-00389,Decentralized leadingedge Internet solution,Influencer,Lead Generation,Facebook,Enterprise,North,2026-05-10,2026-06-11,32,29096.67,28255.83,299424,29550,9.8689,489,463
CAMP-00390,Cross-group client-driven focus group,Social Media,Product Launch,Salesforce,Enterprise,Central,2025-01-29,2025-03-29,59,22786.48,22065.8,289378,22316,7.7117,256,237
CAMP-00391,Customizable heuristic website,Direct Mail,Brand Awareness,Twitter,SMB,West,2025-10-17,2025-10-27,10,12441.38,12324.78,453341,31351,6.9155,132,37
CAMP-00392,Face-to-face upward-trending archive,Influencer,Product Launch,Salesforce,Mid-Market,South,2023-11-02,2023-12-02,30,3452.0,2375.09,16700,6869,41.1317,483,329
CAMP-00393,Profit-focused full-range focus group,Email,Customer Retention,Facebook,SMB,South,2024-07-31,2024-09-30,61,30533.99,33109.72,214410,19402,9.049,54,27
CAMP-00394,User-centric multimedia service-desk,Trade Show,Brand Awareness,Google Ads,Enterprise,West,2024-12-16,2025-03-06,80,27896.22,17189.4,92368,38018,41.1593,89,13
CAMP-00395,Triple-buffered system-worthy functionalities,Paid Search,Product Launch,Salesforce,Enterprise,East,2025-12-05,2026-02-02,59,49747.64,54323.1,225956,17541,7.763,406,281
CAMP-00396,Automated intermediate attitude,Social Media,Lead Generation,Twitter,Enterprise,South,2026-04-11,2026-06-11,61,27545.18,28486.56,291461,49872,17.111,230,118
CAMP-00397,Programmable foreground core,Webinar,Product Launch,Google Ads,Mid-Market,North,2026-05-24,2026-06-05,12,44464.53,41913.4,61525,13094,21.2824,481,16
CAMP-00398,Switchable responsive alliance,Webinar,Brand Awareness,HubSpot,Enterprise,Central,2026-02-14,2026-04-10,55,29089.82,29857.96,502158,37009,7.37,441,413
CAMP-00399,Self-enabling 24/7 encryption,Paid Search,Upsell,Marketo,SMB,Central,2026-06-12,2026-07-17,35,47916.18,29528.62,37629,17146,45.5659,203,193
CAMP-00400,Multi-tiered directional service-desk,Influencer,Product Launch,Google Ads,SMB,East,2024-01-04,2024-02-21,48,5881.92,5304.38,361735,30378,8.3979,377,309
CAMP-00401,Phased coherent matrix,Influencer,Product Launch,LinkedIn,Enterprise,South,2024-03-09,2024-04-05,27,44792.98,29515.73,77050,3229,4.1908,198,56
CAMP-00402,Upgradable modular forecast,Paid Search,Customer Retention,Google Ads,SMB,South,2026-01-15,2026-03-16,60,22901.84,21137.04,348906,10992,3.1504,421,87
CAMP-00403,Sharable background model,Webinar,Customer Retention,Salesforce,Enterprise,South,2023-12-30,2024-02-08,40,31359.72,28640.86,4610,137,2.9718,191,5
CAMP-00404,User-friendly didactic ability,Trade Show,Brand Awareness,HubSpot,Enterprise,West,2026-03-03,2026-05-12,70,49689.01,48534.67,62933,35859,56.9796,433,11
CAMP-00405,Pre-emptive next generation pricing structure,Paid Search,Customer Retention,HubSpot,SMB,East,2024-11-25,2024-12-25,30,38696.54,40711.05,49866,15710,31.5044,397,153
CAMP-00406,Enhanced 5thgeneration instruction set,Social Media,Customer Retention,LinkedIn,Enterprise,West,2024-03-23,2024-06-12,81,11645.94,12220.97,22453,11458,51.031,178,49
CAMP-00407,Seamless homogeneous product,Paid Search,Customer Retention,Salesforce,SMB,East,2025-08-30,2025-10-23,54,45340.48,45462.01,401947,47901,11.9172,176,15
CAMP-00408,Sharable grid-enabled matrices,Social Media,Upsell,Google Ads,Enterprise,West,2025-05-08,2025-06-12,35,42838.15,38145.13,840187,18767,2.2337,416,283
CAMP-00409,Enterprise-wide exuding emulation,Paid Search,Upsell,Marketo,SMB,Central,2025-03-10,2025-04-06,27,15079.89,10904.95,10513,8767,83.392,470,83
CAMP-00410,Synchronized mobile matrix,Trade Show,Lead Generation,Twitter,Mid-Market,Central,2026-03-23,2026-06-20,89,11909.33,7897.82,60195,17809,29.5855,494,403
CAMP-00411,Object-based radical help-desk,Webinar,Product Launch,Google Ads,Enterprise,South,2025-12-27,2026-02-22,57,15996.32,16592.71,39640,7826,19.7427,307,68
CAMP-00412,Implemented bandwidth-monitored definition,Influencer,Customer Retention,Marketo,Enterprise,Central,2025-03-25,2025-05-29,65,15795.01,12412.47,337368,25261,7.4877,81,8
CAMP-00413,Versatile well-modulated forecast,Email,Brand Awareness,LinkedIn,Mid-Market,North,2023-12-09,2024-01-11,33,45133.51,34795.63,245958,11949,4.8581,407,50
CAMP-00414,Organized fresh-thinking encryption,Trade Show,Product Launch,Facebook,Mid-Market,East,2024-11-09,2024-12-15,36,36266.08,24082.65,457247,10005,2.1881,216,70
CAMP-00415,Customizable context-sensitive Local Area Network,Trade Show,Upsell,Google Ads,SMB,Central,2025-08-02,2025-08-27,25,35210.37,36801.11,15670,15079,96.2285,217,30
CAMP-00416,Switchable bifurcated hardware,Direct Mail,Brand Awareness,Salesforce,Mid-Market,North,2026-06-20,2026-07-31,41,16112.55,10774.69,30227,7039,23.2871,31,12
CAMP-00417,Triple-buffered clear-thinking time-frame,Social Media,Lead Generation,HubSpot,Mid-Market,South,2025-09-09,2025-09-17,8,16230.86,11937.03,199063,42033,21.1154,368,71
CAMP-00418,Pre-emptive radical installation,Influencer,Brand Awareness,Google Ads,Enterprise,Central,2026-03-30,2026-06-20,82,23319.28,15619.92,551699,24634,4.4651,238,154
CAMP-00419,Assimilated explicit flexibility,Social Media,Lead Generation,Facebook,SMB,South,2025-08-29,2025-11-13,76,12195.22,12308.87,345166,35469,10.2759,321,164
CAMP-00420,Open-source analyzing open architecture,Social Media,Upsell,HubSpot,SMB,South,2025-02-13,2025-04-24,70,2551.64,2159.59,212383,13795,6.4953,195,147
CAMP-00421,Fundamental systematic functionalities,Direct Mail,Customer Retention,Twitter,Mid-Market,East,2025-11-30,2026-01-21,52,5216.11,5405.47,1169270,30723,2.6275,482,29
CAMP-00422,Organic interactive initiative,Influencer,Customer Retention,Marketo,Mid-Market,South,2024-10-31,2025-01-12,73,17010.41,14488.24,215001,34860,16.2139,401,183
CAMP-00423,Business-focused encompassing matrix,Trade Show,Brand Awareness,Facebook,Mid-Market,West,2024-05-19,2024-06-12,24,20524.27,14078.63,376928,31705,8.4114,378,260
CAMP-00424,Mandatory scalable analyzer,Social Media,Customer Retention,LinkedIn,Enterprise,Central,2025-10-13,2026-01-09,88,43807.35,42429.91,127000,36501,28.7409,41,37
CAMP-00425,Open-source directional orchestration,Social Media,Upsell,Twitter,Enterprise,Central,2024-07-10,2024-08-09,30,17957.1,17919.52,987598,49706,5.033,478,325
CAMP-00426,Public-key demand-driven time-frame,Paid Search,Upsell,HubSpot,Enterprise,Central,2026-03-23,2026-05-01,39,44100.19,40707.1,61913,16201,26.1674,46,10
CAMP-00427,Seamless reciprocal groupware,Social Media,Product Launch,Twitter,Enterprise,North,2025-06-22,2025-06-30,8,39509.02,35666.46,128934,45557,35.3336,335,213
CAMP-00428,Quality-focused 3rdgeneration success,Influencer,Customer Retention,Marketo,Enterprise,East,2023-12-27,2024-02-15,50,41487.55,25983.97,74780,12231,16.356,297,184
CAMP-00429,Multi-tiered background time-frame,Social Media,Upsell,HubSpot,Enterprise,West,2023-08-31,2023-10-06,36,30918.9,19322.8,416235,16196,3.8911,389,43
CAMP-00430,Multi-channeled zero administration throughput,Webinar,Lead Generation,HubSpot,Enterprise,South,2025-09-17,2025-10-14,27,15244.99,12681.4,2011,479,23.819,44,37
CAMP-00431,Streamlined actuating model,Webinar,Product Launch,Salesforce,Enterprise,South,2025-04-04,2025-06-12,69,33124.25,25180.57,160115,44997,28.1029,143,102
CAMP-00432,Public-key dedicated complexity,Webinar,Brand Awareness,Google Ads,Mid-Market,South,2024-03-25,2024-05-07,43,11310.24,9759.16,276972,37615,13.5808,480,181
CAMP-00433,Object-based transitional emulation,Webinar,Lead Generation,LinkedIn,SMB,Central,2026-02-10,2026-02-28,18,22512.3,18298.12,219749,13573,6.1766,75,28
CAMP-00434,Diverse holistic groupware,Webinar,Customer Retention,Facebook,Mid-Market,East,2024-06-20,2024-07-30,40,14514.16,9384.52,117167,13210,11.2745,222,76
CAMP-00435,Reactive upward-trending encryption,Influencer,Lead Generation,Twitter,SMB,West,2024-11-02,2024-12-04,32,23258.45,19350.12,969071,31335,3.2335,337,198
CAMP-00436,Automated 3rdgeneration system engine,Paid Search,Customer Retention,LinkedIn,SMB,Central,2026-06-02,2026-07-11,39,30418.06,20989.39,152280,28186,18.5093,499,23
CAMP-00437,Customer-focused motivating infrastructure,Paid Search,Brand Awareness,LinkedIn,Enterprise,North,2026-06-02,2026-08-04,63,1478.75,951.24,217914,37103,17.0264,433,253
CAMP-00438,Balanced cohesive forecast,Paid Search,Customer Retention,Twitter,Mid-Market,West,2025-12-21,2026-03-09,78,11350.04,8555.96,147450,32619,22.1221,395,136
CAMP-00439,Focused responsive throughput,Influencer,Customer Retention,Salesforce,SMB,North,2024-07-03,2024-09-12,71,41283.78,36589.8,6686,806,12.055,229,145
CAMP-00440,Automated encompassing synergy,Social Media,Brand Awareness,HubSpot,Mid-Market,North,2025-08-30,2025-10-04,35,19235.77,18861.3,508832,18507,3.6372,214,143
CAMP-00441,Multi-tiered solution-oriented initiative,Paid Search,Product Launch,Marketo,Mid-Market,West,2023-12-21,2024-01-05,15,32815.43,35756.56,950856,22199,2.3346,1,1
CAMP-00442,User-centric encompassing artificial intelligence,Webinar,Upsell,LinkedIn,Mid-Market,South,2023-12-29,2024-01-16,18,19845.33,14670.93,31114,2230,7.1672,164,151
CAMP-00443,Profit-focused uniform strategy,Trade Show,Upsell,Facebook,Mid-Market,West,2023-10-30,2023-11-12,13,15583.87,15945.65,258212,19341,7.4904,325,210
CAMP-00444,Operative 3rdgeneration access,Paid Search,Product Launch,Salesforce,Mid-Market,West,2025-11-19,2026-01-23,65,3035.85,2926.17,914473,42818,4.6823,42,34
CAMP-00445,Quality-focused real-time collaboration,Paid Search,Lead Generation,HubSpot,Mid-Market,Central,2025-10-29,2025-12-24,56,37873.41,30376.98,90892,4500,4.9509,473,414
CAMP-00446,Reverse-engineered hybrid core,Influencer,Lead Generation,LinkedIn,SMB,North,2023-11-20,2024-02-12,84,28777.04,30768.16,650584,45698,7.0242,76,57
CAMP-00447,Integrated zero tolerance Graphic Interface,Paid Search,Product Launch,Salesforce,Mid-Market,East,2026-02-03,2026-03-24,49,2529.98,2092.83,9178,1439,15.6788,430,428
CAMP-00448,User-friendly 3rdgeneration framework,Social Media,Brand Awareness,LinkedIn,Mid-Market,South,2024-11-15,2025-01-04,50,45021.55,32142.99,1095801,27940,2.5497,126,56
CAMP-00449,Exclusive bandwidth-monitored firmware,Social Media,Brand Awareness,Twitter,Mid-Market,South,2024-06-03,2024-08-31,89,22281.56,15719.53,79094,7980,10.0893,418,207
CAMP-00450,Re-engineered methodical implementation,Webinar,Customer Retention,Google Ads,SMB,North,2026-07-04,2026-09-22,80,32297.47,31911.54,1093125,29730,2.7197,314,8
CAMP-00451,Cross-group directional installation,Direct Mail,Brand Awareness,Marketo,SMB,Central,2024-06-21,2024-09-12,83,40512.74,25253.43,187018,27278,14.5858,241,192
CAMP-00452,Polarized executive standardization,Email,Customer Retention,HubSpot,Enterprise,West,2025-04-13,2025-06-23,71,37918.98,41472.2,931251,41891,4.4984,12,11
CAMP-00453,Fully-configurable homogeneous adapter,Influencer,Product Launch,Marketo,SMB,South,2025-03-13,2025-04-04,22,34876.23,21949.05,331756,45985,13.8611,331,287
CAMP-00454,Upgradable hybrid hub,Direct Mail,Lead Generation,Twitter,Enterprise,Central,2026-07-30,2026-08-09,10,20653.18,14518.49,329434,26459,8.0317,429,31
CAMP-00455,Universal bi-directional knowledge user,Webinar,Lead Generation,HubSpot,Enterprise,South,2025-11-20,2026-02-09,81,9276.91,9448.43,372230,37235,10.0032,429,315
CAMP-00456,Assimilated hybrid throughput,Webinar,Customer Retention,HubSpot,Mid-Market,West,2024-04-09,2024-05-27,48,48305.89,47568.37,100063,30085,30.0661,395,119
CAMP-00457,Multi-layered mission-critical open system,Social Media,Lead Generation,Marketo,Enterprise,North,2024-04-18,2024-06-15,58,29571.96,20075.44,1429528,35198,2.4622,105,91
CAMP-00458,Integrated full-range circuit,Webinar,Product Launch,LinkedIn,Mid-Market,Central,2023-12-05,2024-01-19,45,34510.85,31745.39,663764,23613,3.5574,354,9
CAMP-00459,Configurable bandwidth-monitored open architecture,Trade Show,Brand Awareness,Facebook,Enterprise,Central,2026-01-10,2026-02-08,29,3643.72,2805.63,342586,24208,7.0663,275,224
CAMP-00460,Pre-emptive optimizing encryption,Webinar,Upsell,LinkedIn,Mid-Market,South,2024-02-09,2024-04-21,72,37253.71,27529.3,124807,45803,36.6991,402,125
CAMP-00461,Open-architected reciprocal leverage,Direct Mail,Lead Generation,Facebook,SMB,Central,2023-11-07,2024-01-17,71,43071.6,25963.14,250432,17865,7.1337,324,192
CAMP-00462,Re-contextualized well-modulated emulation,Trade Show,Brand Awareness,Salesforce,SMB,Central,2025-03-03,2025-05-23,81,43253.02,42358.19,852648,42730,5.0114,471,26
CAMP-00463,Proactive eco-centric installation,Social Media,Product Launch,Marketo,Mid-Market,East,2023-10-11,2023-10-29,18,16764.09,11732.46,188336,31292,16.615,229,198
CAMP-00464,Mandatory coherent alliance,Webinar,Brand Awareness,HubSpot,Enterprise,Central,2024-07-14,2024-09-16,64,44051.86,30915.31,46166,4398,9.5265,262,16
CAMP-00465,Re-contextualized radical installation,Email,Lead Generation,Twitter,Enterprise,Central,2024-07-24,2024-09-22,60,27738.26,25675.67,823416,34609,4.2031,394,151
CAMP-00466,Future-proofed system-worthy database,Paid Search,Lead Generation,LinkedIn,Mid-Market,Central,2026-03-19,2026-05-29,71,33158.67,35909.86,1366519,42491,3.1094,487,289
CAMP-00467,Pre-emptive needs-based methodology,Influencer,Product Launch,Twitter,Mid-Market,West,2025-11-11,2025-11-18,7,21437.63,19211.72,115233,25323,21.9755,57,46
CAMP-00468,Streamlined disintermediate Graphic Interface,Direct Mail,Brand Awareness,Twitter,Enterprise,North,2024-07-15,2024-07-23,8,28094.73,24307.33,37756,7967,21.1013,430,8
CAMP-00469,Polarized multimedia open architecture,Paid Search,Upsell,Marketo,Mid-Market,East,2024-12-25,2025-02-05,42,13831.51,10553.88,277525,12150,4.378,304,195
CAMP-00470,Upgradable attitude-oriented benchmark,Webinar,Upsell,LinkedIn,SMB,East,2026-03-05,2026-03-22,17,9342.81,9042.83,493980,43198,8.7449,151,36
CAMP-00471,Compatible homogeneous capacity,Webinar,Lead Generation,Google Ads,SMB,South,2024-11-16,2024-12-12,26,47862.81,39690.94,490822,17549,3.5754,127,2
CAMP-00472,Diverse multi-state synergy,Influencer,Customer Retention,LinkedIn,Mid-Market,North,2025-11-13,2026-02-11,90,38171.73,22917.72,164120,24704,15.0524,470,386
CAMP-00473,Exclusive leadingedge budgetary management,Direct Mail,Lead Generation,Google Ads,Mid-Market,North,2023-12-19,2024-01-23,35,35070.86,28493.57,320814,28910,9.0115,256,40
CAMP-00474,Optimized modular concept,Paid Search,Customer Retention,Marketo,Mid-Market,South,2023-09-19,2023-11-30,72,27565.83,18177.69,575684,32763,5.6911,447,367
